2013.12.11,17:20,1.37885,1.37894,1.37875,1.37894,168
2013.12.11,17:21,1.37894,1.37894,1.37850,1.37850,192
2013.12.11,17:22,1.37850,1.37861,1.37798,1.37803,382
2013.12.11,17:23,1.37804,1.37809,1.37626,1.37689,1063
2013.12.11,17:24,1.37689,1.37716,1.37643,1.37664,559
2013.12.11,17:25,1.37664,1.37685,1.37641,1.37659,409
2013.12.11,17:26,1.37659,1.37695,1.37626,1.37695,430
2013.12.11,17:27,1.37695,1.37738,1.37673,1.37732,455
2013.12.11,17:28,1.37730,1.37773,1.37724,1.37771,343
2013.12.11,17:29,1.37771,1.37771,1.37742,1.37752,258
2013.12.11,17:30,1.37749,1.37749,1.37692,1.37720,405
2013.12.11,17:31,1.37722,1.37752,1.37722,1.37744,193
2013.12.11,17:32,1.37745,1.37745,1.37695,1.37699,278
2013.12.11,17:33,1.37699,1.37730,1.37699,1.37724,194
2013.12.11,17:34,1.37723,1.37726,1.37711,1.37712,96
2013.12.11,17:35,1.37713,1.37740,1.37713,1.37715,134
2013.12.11,17:36,1.37715,1.37735,1.37708,1.37713,210
2013.12.11,17:37,1.37712,1.37717,1.37697,1.37715,191
2013.12.11,17:38,1.37719,1.37728,1.37711,1.37714,167
2013.12.11,17:39,1.37715,1.37729,1.37712,1.37714,121
2013.12.11,17:40,1.37713,1.37733,1.37713,1.37732,121
2013.12.11,17:41,1.37732,1.37751,1.37732,1.37751,187
2013.12.11,17:42,1.37751,1.37761,1.37736,1.37761,221
2013.12.11,17:43,1.37761,1.37765,1.37757,1.37758,123
2013.12.11,17:44,1.37759,1.37811,1.37759,1.37805,374
2013.12.11,17:45,1.37805,1.37805,1.37784,1.37784,182
2013.12.11,17:46,1.37784,1.37853,1.37777,1.37853,371
2013.12.11,17:47,1.37853,1.37892,1.37853,1.37890,355
2013.12.11,17:48,1.37894,1.37958,1.37880,1.37943,474
2013.12.11,17:49,1.37944,1.37997,1.37912,1.37918,813
2013.12.11,17:50,1.37917,1.37918,1.37861,1.37862,448
2013.12.11,17:51,1.37861,1.37890,1.37851,1.37873,443
2013.12.11,17:52,1.37874,1.37886,1.37820,1.37841,413
2013.12.11,17:53,1.37841,1.37854,1.37811,1.37812,154
2013.12.11,17:54,1.37814,1.37816,1.37765,1.37782,395
