2013.12.05,07:05,1.63774,1.63784,1.63769,1.63784,121
2013.12.05,07:10,1.63784,1.63793,1.63776,1.63784,253
2013.12.05,07:15,1.63786,1.63794,1.63778,1.63778,234
2013.12.05,07:20,1.63778,1.63783,1.63762,1.63783,336
2013.12.05,07:25,1.63782,1.63795,1.63780,1.63794,210
2013.12.05,07:30,1.63793,1.63876,1.63793,1.63854,598
2013.12.05,07:35,1.63854,1.63885,1.63851,1.63884,388
2013.12.05,07:40,1.63884,1.63899,1.63860,1.63871,278
2013.12.05,07:45,1.63871,1.63874,1.63830,1.63845,304
2013.12.05,07:50,1.63848,1.63852,1.63841,1.63844,215
2013.12.05,07:55,1.63843,1.63843,1.63809,1.63819,209
2013.12.05,08:00,1.63819,1.63824,1.63811,1.63817,153
2013.12.05,08:05,1.63816,1.63818,1.63784,1.63788,154
2013.12.05,08:10,1.63788,1.63817,1.63787,1.63814,263
2013.12.05,08:15,1.63814,1.63816,1.63784,1.63810,233
2013.12.05,08:20,1.63810,1.63816,1.63791,1.63808,348
2013.12.05,08:25,1.63807,1.63965,1.63806,1.63937,1047
2013.12.05,08:30,1.63937,1.63955,1.63876,1.63891,865
2013.12.05,08:35,1.63893,1.63895,1.63861,1.63870,316
2013.12.05,08:40,1.63868,1.63870,1.63855,1.63866,254
2013.12.05,08:45,1.63866,1.63879,1.63827,1.63827,326
2013.12.05,08:50,1.63827,1.63866,1.63825,1.63861,466
2013.12.05,08:55,1.63861,1.63890,1.63856,1.63880,330
2013.12.05,09:00,1.63880,1.63935,1.63880,1.63911,366
2013.12.05,09:05,1.63911,1.63913,1.63878,1.63911,439
2013.12.05,09:10,1.63912,1.63977,1.63911,1.63974,472
2013.12.05,09:15,1.63974,1.64005,1.63954,1.63984,724
2013.12.05,09:20,1.63984,1.64003,1.63970,1.64003,538
2013.12.05,09:25,1.64001,1.64028,1.63991,1.64008,435
2013.12.05,09:30,1.64008,1.64008,1.63931,1.63966,712
2013.12.05,09:35,1.63967,1.63993,1.63946,1.63961,415
2013.12.05,09:40,1.63961,1.64014,1.63955,1.63956,571
2013.12.05,09:45,1.63958,1.63960,1.63917,1.63935,614
2013.12.05,09:50,1.63935,1.63968,1.63928,1.63954,452
