2013.08.07,05:00,1.53282,1.53371,1.53240,1.53366,3678
2013.08.07,06:00,1.53366,1.53500,1.53228,1.53302,6281
2013.08.07,07:00,1.53305,1.53339,1.52984,1.53013,9210
2013.08.07,08:00,1.53013,1.53163,1.52962,1.53035,7810
2013.08.07,09:00,1.53035,1.53359,1.52043,1.53345,28735
2013.08.07,10:00,1.53345,1.54911,1.53345,1.54464,31984
2013.08.07,11:00,1.54466,1.54628,1.54288,1.54568,14080
2013.08.07,12:00,1.54569,1.54875,1.54465,1.54602,12058
2013.08.07,13:00,1.54604,1.55047,1.54540,1.54988,13645
2013.08.07,14:00,1.54988,1.55304,1.54834,1.55156,16875
2013.08.07,15:00,1.55156,1.55186,1.54994,1.55100,11088
2013.08.07,16:00,1.55101,1.55121,1.54938,1.55023,5025
2013.08.07,17:00,1.55022,1.55090,1.54928,1.54998,5662
2013.08.07,18:00,1.54997,1.55017,1.54885,1.54963,4458
2013.08.07,19:00,1.54960,1.54967,1.54846,1.54925,4071
2013.08.07,20:00,1.54925,1.54944,1.54855,1.54867,3043
2013.08.07,21:00,1.54864,1.54944,1.54853,1.54872,1846
2013.08.07,22:00,1.54872,1.54923,1.54854,1.54917,1690
2013.08.07,23:00,1.54915,1.54980,1.54866,1.54960,1720
2013.08.08,00:00,1.54960,1.54960,1.54856,1.54881,6427
2013.08.08,01:00,1.54883,1.54934,1.54839,1.54880,4026
2013.08.08,02:00,1.54880,1.54911,1.54844,1.54867,2297
2013.08.08,03:00,1.54866,1.54968,1.54854,1.54939,4047
2013.08.08,04:00,1.54939,1.55009,1.54932,1.54982,2588
2013.08.08,05:00,1.54982,1.55125,1.54922,1.55046,5087
2013.08.08,06:00,1.55045,1.55161,1.54950,1.55085,7304
2013.08.08,07:00,1.55085,1.55183,1.54848,1.54999,10986
2013.08.08,08:00,1.54997,1.55103,1.54876,1.55064,7927
2013.08.08,09:00,1.55064,1.55169,1.54967,1.55063,6961
2013.08.08,10:00,1.55063,1.55129,1.55000,1.55087,6157
2013.08.08,11:00,1.55087,1.55138,1.54998,1.55040,4325
2013.08.08,12:00,1.55040,1.55194,1.54897,1.55099,10062
2013.08.08,13:00,1.55098,1.55316,1.55035,1.55253,9472
2013.08.08,14:00,1.55253,1.55737,1.55245,1.55537,19132
