2013.08.15,18:00,1.33344,1.33524,1.33305,1.33459,14806
2013.08.15,19:00,1.33459,1.33622,1.33453,1.33537,6939
2013.08.15,20:00,1.33536,1.33583,1.33433,1.33451,4536
2013.08.15,21:00,1.33452,1.33521,1.33435,1.33495,2334
2013.08.15,22:00,1.33496,1.33496,1.33441,1.33443,1560
2013.08.15,23:00,1.33443,1.33514,1.33439,1.33494,1397
2013.08.16,00:00,1.33494,1.33553,1.33446,1.33517,2780
2013.08.16,01:00,1.33519,1.33522,1.33457,1.33510,3215
2013.08.16,02:00,1.33508,1.33511,1.33447,1.33469,1925
2013.08.16,03:00,1.33471,1.33493,1.33411,1.33448,4094
2013.08.16,04:00,1.33450,1.33452,1.33383,1.33417,2866
2013.08.16,05:00,1.33417,1.33448,1.33374,1.33391,3892
2013.08.16,06:00,1.33390,1.33427,1.33246,1.33247,6548
2013.08.16,07:00,1.33248,1.33509,1.33246,1.33425,9541
2013.08.16,08:00,1.33424,1.33457,1.33327,1.33371,7012
2013.08.16,09:00,1.33372,1.33397,1.33266,1.33346,7106
2013.08.16,10:00,1.33346,1.33452,1.33342,1.33350,4872
2013.08.16,11:00,1.33349,1.33429,1.33342,1.33404,4627
2013.08.16,12:00,1.33404,1.33666,1.33358,1.33629,13056
2013.08.16,13:00,1.33628,1.33792,1.33583,1.33635,16537
2013.08.16,14:00,1.33639,1.33689,1.33203,1.33316,17482
2013.08.16,15:00,1.33315,1.33359,1.33167,1.33196,9179
2013.08.16,16:00,1.33196,1.33250,1.33136,1.33176,7091
2013.08.16,17:00,1.33175,1.33235,1.33099,1.33210,5976
2013.08.16,18:00,1.33209,1.33408,1.33208,1.33346,4042
2013.08.16,19:00,1.33347,1.33387,1.33292,1.33326,3861
2013.08.16,20:00,1.33327,1.33355,1.33233,1.33259,2277
2013.08.18,21:00,1.33292,1.33412,1.33289,1.33340,1721
2013.08.18,22:00,1.33340,1.33355,1.33216,1.33219,1735
2013.08.18,23:00,1.33218,1.33280,1.33201,1.33279,1370
2013.08.19,00:00,1.33279,1.33353,1.33248,1.33350,3712
2013.08.19,01:00,1.33350,1.33393,1.33332,1.33381,3864
